file1,file2,score,user_relation,score_with_nonoise,score_denoise
20.wav,102.wav,tensor([0.1577]),different,tensor([0.0942]),tensor([0.3141])
20.wav,103.wav,tensor([0.2020]),different,tensor([0.1329]),tensor([0.3046])
20.wav,104.wav,tensor([0.2686]),different,tensor([0.1441]),tensor([0.3459])
20.wav,105.wav,tensor([0.2752]),different,tensor([0.1816]),tensor([0.3354])
20.wav,106.wav,tensor([0.2885]),different,tensor([0.0613]),tensor([0.3102])
20.wav,107.wav,tensor([0.2906]),different,tensor([0.2384]),tensor([0.2562])
20.wav,108.wav,tensor([0.1993]),different,tensor([0.1376]),tensor([0.1928])
20.wav,109.wav,tensor([0.2362]),different,tensor([0.1857]),tensor([0.2173])
20.wav,110.wav,tensor([0.2236]),different,tensor([0.0788]),tensor([0.2686])
20.wav,111.wav,tensor([0.2667]),different,tensor([0.0732]),tensor([0.3810])
20.wav,112.wav,tensor([0.2592]),different,tensor([0.0565]),tensor([0.3810])
20.wav,113.wav,tensor([0.2667]),different,tensor([0.1169]),tensor([0.3357])
20.wav,114.wav,tensor([0.1962]),different,tensor([0.1025]),tensor([0.2567])
20.wav,115.wav,tensor([0.2031]),different,tensor([0.0995]),tensor([0.3236])
20.wav,116.wav,tensor([0.2863]),different,tensor([0.3378]),tensor([0.3186])
20.wav,117.wav,tensor([0.1864]),different,tensor([0.3022]),tensor([0.2061])
20.wav,118.wav,tensor([0.1826]),different,tensor([0.1193]),tensor([0.2275])
20.wav,119.wav,tensor([0.1594]),different,tensor([0.1648]),tensor([0.1900])
20.wav,120.wav,tensor([0.2626]),different,tensor([0.2818]),tensor([0.3063])
20.wav,121.wav,tensor([0.0709]),different,tensor([0.0246]),tensor([0.1357])
20.wav,122.wav,tensor([0.1163]),different,tensor([0.0804]),tensor([0.1749])
20.wav,123.wav,tensor([0.2267]),different,tensor([0.0249]),tensor([0.1352])
20.wav,124.wav,tensor([0.1602]),different,tensor([0.0994]),tensor([0.1841])
20.wav,125.wav,tensor([0.1675]),different,tensor([0.1569]),tensor([0.2131])
20.wav,126.wav,tensor([0.3614]),different,tensor([0.1776]),tensor([0.4348])
20.wav,127.wav,tensor([0.3726]),different,tensor([0.2601]),tensor([0.4811])
20.wav,128.wav,tensor([0.3622]),different,tensor([0.2732]),tensor([0.4877])
20.wav,129.wav,tensor([0.3457]),different,tensor([0.2587]),tensor([0.5416])
20.wav,130.wav,tensor([0.4348]),different,tensor([0.3209]),tensor([0.6001])
20.wav,131.wav,tensor([0.3778]),different,tensor([0.2419]),tensor([0.5123])
20.wav,132.wav,tensor([0.2953]),different,tensor([0.2872]),tensor([0.4436])
20.wav,133.wav,tensor([0.3642]),different,tensor([0.3344]),tensor([0.4669])
20.wav,134.wav,tensor([0.2418]),different,tensor([0.2005]),tensor([0.4651])
20.wav,135.wav,tensor([0.3490]),different,tensor([0.2044]),tensor([0.4279])
20.wav,136.wav,tensor([0.2401]),different,tensor([0.2276]),tensor([0.3021])
20.wav,137.wav,tensor([0.1978]),different,tensor([0.1010]),tensor([0.2790])
20.wav,138.wav,tensor([0.1652]),different,tensor([0.1133]),tensor([0.3320])
20.wav,139.wav,tensor([0.2877]),different,tensor([0.1783]),tensor([0.3699])
20.wav,140.wav,tensor([0.2386]),different,tensor([0.1480]),tensor([0.2711])
20.wav,141.wav,tensor([0.0749]),different,tensor([0.0565]),tensor([0.0259])
20.wav,142.wav,tensor([0.1119]),different,tensor([0.0760]),tensor([0.0497])
20.wav,143.wav,tensor([0.0597]),different,tensor([0.0347]),tensor([0.0399])
20.wav,144.wav,tensor([0.0026]),different,tensor([-0.0027]),tensor([0.0474])
20.wav,145.wav,tensor([0.0992]),different,tensor([0.1379]),tensor([0.0859])
20.wav,146.wav,tensor([0.3074]),different,tensor([0.1525]),tensor([0.4074])
20.wav,147.wav,tensor([0.4169]),different,tensor([0.1101]),tensor([0.4329])
20.wav,148.wav,tensor([0.3413]),different,tensor([0.1526]),tensor([0.4137])
20.wav,149.wav,tensor([0.4214]),different,tensor([0.0696]),tensor([0.4466])
20.wav,150.wav,tensor([0.3060]),different,tensor([0.0855]),tensor([0.4770])
20.wav,151.wav,tensor([0.0652]),different,tensor([-0.0871]),tensor([0.2204])
20.wav,152.wav,tensor([0.1751]),different,tensor([0.0923]),tensor([0.2855])
20.wav,153.wav,tensor([0.1228]),different,tensor([0.0678]),tensor([0.2727])
20.wav,154.wav,tensor([0.0862]),different,tensor([0.0673]),tensor([0.1735])
20.wav,155.wav,tensor([0.1714]),different,tensor([0.0796]),tensor([0.2734])
20.wav,156.wav,tensor([0.3143]),different,tensor([0.1702]),tensor([0.3387])
20.wav,157.wav,tensor([0.3262]),different,tensor([0.1566]),tensor([0.3028])
20.wav,158.wav,tensor([0.3093]),different,tensor([0.1347]),tensor([0.3779])
20.wav,159.wav,tensor([0.3471]),different,tensor([0.1644]),tensor([0.3718])
20.wav,160.wav,tensor([0.2855]),different,tensor([0.1305]),tensor([0.3464])
20.wav,161.wav,tensor([0.3164]),different,tensor([0.2549]),tensor([0.3599])
20.wav,162.wav,tensor([0.2175]),different,tensor([0.1472]),tensor([0.3157])
20.wav,163.wav,tensor([0.2297]),different,tensor([0.1461]),tensor([0.3005])
20.wav,164.wav,tensor([0.3479]),different,tensor([0.2799]),tensor([0.3627])
20.wav,165.wav,tensor([0.2957]),different,tensor([0.2550]),tensor([0.2802])
20.wav,166.wav,tensor([0.1539]),different,tensor([0.0659]),tensor([0.1587])
20.wav,167.wav,tensor([0.1293]),different,tensor([0.0341]),tensor([0.1810])
20.wav,168.wav,tensor([0.1431]),different,tensor([0.0422]),tensor([0.3413])
20.wav,169.wav,tensor([0.1291]),different,tensor([0.0798]),tensor([0.1454])
20.wav,170.wav,tensor([-0.0091]),different,tensor([-0.0350]),tensor([0.0316])
20.wav,171.wav,tensor([0.2297]),different,tensor([0.1094]),tensor([0.2540])
20.wav,172.wav,tensor([0.2387]),different,tensor([0.1067]),tensor([0.2796])
20.wav,173.wav,tensor([0.1777]),different,tensor([0.0613]),tensor([0.2567])
20.wav,174.wav,tensor([0.2837]),different,tensor([0.1400]),tensor([0.3173])
20.wav,175.wav,tensor([0.1402]),different,tensor([0.0018]),tensor([0.2552])
20.wav,176.wav,tensor([0.1464]),different,tensor([0.1474]),tensor([0.2211])
20.wav,177.wav,tensor([0.1573]),different,tensor([0.2024]),tensor([0.2207])
20.wav,178.wav,tensor([0.2100]),different,tensor([0.2572]),tensor([0.3063])
20.wav,179.wav,tensor([0.0767]),different,tensor([0.1254]),tensor([0.2386])
20.wav,180.wav,tensor([0.0656]),different,tensor([0.1786]),tensor([0.2290])
20.wav,181.wav,tensor([0.5175]),different,tensor([0.2757]),tensor([0.5076])
20.wav,182.wav,tensor([0.3253]),different,tensor([0.1810]),tensor([0.4266])
20.wav,183.wav,tensor([0.3023]),different,tensor([0.1584]),tensor([0.3823])
20.wav,184.wav,tensor([0.3149]),different,tensor([0.1840]),tensor([0.2785])
20.wav,185.wav,tensor([0.3334]),different,tensor([0.1359]),tensor([0.3332])
20.wav,186.wav,tensor([0.2448]),different,tensor([0.1803]),tensor([0.3996])
20.wav,187.wav,tensor([0.3913]),different,tensor([0.2953]),tensor([0.4730])
20.wav,188.wav,tensor([0.2495]),different,tensor([0.2009]),tensor([0.3564])
20.wav,189.wav,tensor([0.1967]),different,tensor([0.1793]),tensor([0.3221])
20.wav,190.wav,tensor([0.2026]),different,tensor([0.2217]),tensor([0.2855])
20.wav,191.wav,tensor([0.2372]),different,tensor([0.1878]),tensor([0.4135])
20.wav,192.wav,tensor([0.2439]),different,tensor([0.2594]),tensor([0.3871])
20.wav,193.wav,tensor([0.2798]),different,tensor([0.2275]),tensor([0.3669])
20.wav,194.wav,tensor([0.3015]),different,tensor([0.2232]),tensor([0.3842])
20.wav,195.wav,tensor([0.1452]),different,tensor([0.1703]),tensor([0.2563])
20.wav,196.wav,tensor([0.1739]),different,tensor([0.1581]),tensor([0.1964])
20.wav,197.wav,tensor([0.2945]),different,tensor([0.2070]),tensor([0.1816])
20.wav,198.wav,tensor([0.3080]),different,tensor([0.2032]),tensor([0.2702])
20.wav,199.wav,tensor([0.2770]),different,tensor([0.2109]),tensor([0.2663])
20.wav,200.wav,tensor([0.2437]),different,tensor([0.1356]),tensor([0.2547])
21.wav,22.wav,tensor([0.7615]),same,tensor([0.7458]),tensor([0.7616])
21.wav,23.wav,tensor([0.7302]),same,tensor([0.7041]),tensor([0.7801])
21.wav,24.wav,tensor([0.7801]),same,tensor([0.7075]),tensor([0.8011])
21.wav,25.wav,tensor([0.6062]),same,tensor([0.6270]),tensor([0.7554])
21.wav,26.wav,tensor([0.2302]),different,tensor([0.3587]),tensor([0.1265])
21.wav,27.wav,tensor([0.2004]),different,tensor([0.2643]),tensor([0.2612])
21.wav,28.wav,tensor([0.3426]),different,tensor([0.3789]),tensor([0.3118])
21.wav,29.wav,tensor([0.3875]),different,tensor([0.3907]),tensor([0.2607])
21.wav,30.wav,tensor([0.3128]),different,tensor([0.4005]),tensor([0.3505])
21.wav,31.wav,tensor([0.2306]),different,tensor([0.2092]),tensor([0.2784])
21.wav,32.wav,tensor([0.2882]),different,tensor([0.2115]),tensor([0.3220])
21.wav,33.wav,tensor([0.1779]),different,tensor([0.1160]),tensor([0.2220])
21.wav,34.wav,tensor([0.2422]),different,tensor([0.1681]),tensor([0.2330])
21.wav,35.wav,tensor([0.2474]),different,tensor([0.2265]),tensor([0.3518])
21.wav,36.wav,tensor([0.3714]),different,tensor([0.3294]),tensor([0.4375])
21.wav,37.wav,tensor([0.3863]),different,tensor([0.2487]),tensor([0.4847])
21.wav,38.wav,tensor([0.2966]),different,tensor([0.2731]),tensor([0.3502])
21.wav,39.wav,tensor([0.3331]),different,tensor([0.3497]),tensor([0.3646])
21.wav,40.wav,tensor([0.2507]),different,tensor([0.1731]),tensor([0.2973])
21.wav,41.wav,tensor([0.1510]),different,tensor([0.2402]),tensor([0.2347])
21.wav,42.wav,tensor([0.1111]),different,tensor([0.1749]),tensor([0.1983])
21.wav,43.wav,tensor([0.2067]),different,tensor([0.2267]),tensor([0.2571])
21.wav,44.wav,tensor([0.1551]),different,tensor([0.1757]),tensor([0.1468])
21.wav,45.wav,tensor([0.1783]),different,tensor([0.1860]),tensor([0.2195])
21.wav,46.wav,tensor([0.3205]),different,tensor([0.2762]),tensor([0.3380])
21.wav,47.wav,tensor([0.2212]),different,tensor([0.2041]),tensor([0.3371])
21.wav,48.wav,tensor([0.2160]),different,tensor([0.1924]),tensor([0.4141])
21.wav,49.wav,tensor([0.3104]),different,tensor([0.2505]),tensor([0.4485])
21.wav,50.wav,tensor([0.3055]),different,tensor([0.2177]),tensor([0.3688])
21.wav,51.wav,tensor([0.5545]),different,tensor([0.5028]),tensor([0.5900])
21.wav,52.wav,tensor([0.6163]),different,tensor([0.5939]),tensor([0.6749])
21.wav,53.wav,tensor([0.4165]),different,tensor([0.4291]),tensor([0.5926])
21.wav,54.wav,tensor([0.5448]),different,tensor([0.5674]),tensor([0.5745])
21.wav,55.wav,tensor([0.4023]),different,tensor([0.4617]),tensor([0.5758])
21.wav,56.wav,tensor([0.4728]),different,tensor([0.4548]),tensor([0.4508])
21.wav,57.wav,tensor([0.3768]),different,tensor([0.4336]),tensor([0.4993])
21.wav,58.wav,tensor([0.4513]),different,tensor([0.4895]),tensor([0.4459])
21.wav,59.wav,tensor([0.4645]),different,tensor([0.4967]),tensor([0.4265])
21.wav,60.wav,tensor([0.3667]),different,tensor([0.5578]),tensor([0.3989])
21.wav,61.wav,tensor([0.1779]),different,tensor([0.2335]),tensor([0.3571])
21.wav,62.wav,tensor([0.2031]),different,tensor([0.1434]),tensor([0.2511])
21.wav,63.wav,tensor([0.3133]),different,tensor([0.1715]),tensor([0.3549])
21.wav,64.wav,tensor([0.1987]),different,tensor([0.2179]),tensor([0.3188])
21.wav,65.wav,tensor([0.2448]),different,tensor([0.2300]),tensor([0.3512])
21.wav,66.wav,tensor([0.2246]),different,tensor([0.2973]),tensor([0.1782])
21.wav,67.wav,tensor([0.3594]),different,tensor([0.3452]),tensor([0.3596])
21.wav,68.wav,tensor([0.2930]),different,tensor([0.3238]),tensor([0.2438])
21.wav,69.wav,tensor([0.2454]),different,tensor([0.2587]),tensor([0.3682])
21.wav,70.wav,tensor([0.3070]),different,tensor([0.3284]),tensor([0.2460])
21.wav,71.wav,tensor([0.1130]),different,tensor([0.1669]),tensor([0.1220])
21.wav,72.wav,tensor([0.2504]),different,tensor([0.2410]),tensor([0.3352])
21.wav,73.wav,tensor([0.2189]),different,tensor([0.2683]),tensor([0.3646])
21.wav,74.wav,tensor([0.1878]),different,tensor([0.2651]),tensor([0.1849])
21.wav,75.wav,tensor([0.1801]),different,tensor([0.2566]),tensor([0.2823])
21.wav,76.wav,tensor([0.1996]),different,tensor([0.1790]),tensor([0.2520])
21.wav,77.wav,tensor([0.1818]),different,tensor([0.2164]),tensor([0.2559])
21.wav,78.wav,tensor([0.1428]),different,tensor([0.1867]),tensor([0.2013])
21.wav,79.wav,tensor([0.1416]),different,tensor([0.2276]),tensor([0.2555])
21.wav,80.wav,tensor([0.1866]),different,tensor([0.2149]),tensor([0.2763])
21.wav,81.wav,tensor([0.3660]),different,tensor([0.3264]),tensor([0.3702])
21.wav,82.wav,tensor([0.3632]),different,tensor([0.2910]),tensor([0.3964])
21.wav,83.wav,tensor([0.3510]),different,tensor([0.2437]),tensor([0.4155])
21.wav,84.wav,tensor([0.3298]),different,tensor([0.3197]),tensor([0.4313])
21.wav,85.wav,tensor([0.3566]),different,tensor([0.2117]),tensor([0.3262])
21.wav,86.wav,tensor([0.1569]),different,tensor([0.1771]),tensor([0.3966])
21.wav,87.wav,tensor([0.2830]),different,tensor([0.2161]),tensor([0.4395])
21.wav,88.wav,tensor([0.2540]),different,tensor([0.0803]),tensor([0.3704])
21.wav,89.wav,tensor([0.1746]),different,tensor([0.0088]),tensor([0.3632])
21.wav,90.wav,tensor([0.2812]),different,tensor([0.1694]),tensor([0.3671])
21.wav,91.wav,tensor([-0.0309]),different,tensor([0.0560]),tensor([0.1321])
21.wav,92.wav,tensor([0.1589]),different,tensor([0.1275]),tensor([0.1632])
21.wav,93.wav,tensor([0.1502]),different,tensor([0.1431]),tensor([0.1951])
21.wav,94.wav,tensor([0.2866]),different,tensor([0.1696]),tensor([0.2342])
21.wav,95.wav,tensor([0.1733]),different,tensor([0.1012]),tensor([0.2793])
21.wav,96.wav,tensor([0.5099]),different,tensor([0.3368]),tensor([0.4846])
21.wav,97.wav,tensor([0.3430]),different,tensor([0.3485]),tensor([0.4220])
21.wav,98.wav,tensor([0.4168]),different,tensor([0.4105]),tensor([0.5665])
21.wav,99.wav,tensor([0.4695]),different,tensor([0.4316]),tensor([0.4947])
21.wav,100.wav,tensor([0.4561]),different,tensor([0.3322]),tensor([0.4084])
21.wav,101.wav,tensor([0.2681]),different,tensor([0.1258]),tensor([0.4449])
21.wav,102.wav,tensor([0.2505]),different,tensor([0.0711]),tensor([0.4155])
21.wav,103.wav,tensor([0.2635]),different,tensor([0.1099]),tensor([0.4493])
21.wav,104.wav,tensor([0.3759]),different,tensor([0.2479]),tensor([0.4695])
21.wav,105.wav,tensor([0.3745]),different,tensor([0.2368]),tensor([0.4586])
21.wav,106.wav,tensor([0.3233]),different,tensor([0.1966]),tensor([0.2982])
21.wav,107.wav,tensor([0.2540]),different,tensor([0.2106]),tensor([0.2764])
21.wav,108.wav,tensor([0.2346]),different,tensor([0.2131]),tensor([0.2666])
21.wav,109.wav,tensor([0.2655]),different,tensor([0.1277]),tensor([0.2192])
21.wav,110.wav,tensor([0.2296]),different,tensor([0.0827]),tensor([0.2762])
21.wav,111.wav,tensor([0.2745]),different,tensor([0.2821]),tensor([0.3494])
21.wav,112.wav,tensor([0.2880]),different,tensor([0.2887]),tensor([0.2983])
21.wav,113.wav,tensor([0.2652]),different,tensor([0.3052]),tensor([0.3710])
21.wav,114.wav,tensor([0.2871]),different,tensor([0.2438]),tensor([0.2912])
21.wav,115.wav,tensor([0.3362]),different,tensor([0.3296]),tensor([0.3378])
21.wav,116.wav,tensor([0.3315]),different,tensor([0.1767]),tensor([0.4305])
21.wav,117.wav,tensor([0.2161]),different,tensor([0.2898]),tensor([0.3423])
21.wav,118.wav,tensor([0.2379]),different,tensor([0.2360]),tensor([0.3370])
21.wav,119.wav,tensor([0.2306]),different,tensor([0.2174]),tensor([0.3261])
21.wav,120.wav,tensor([0.2514]),different,tensor([0.1677]),tensor([0.3763])
21.wav,121.wav,tensor([0.1583]),different,tensor([0.0585]),tensor([0.1817])
21.wav,122.wav,tensor([0.1641]),different,tensor([0.1322]),tensor([0.1520])
21.wav,123.wav,tensor([0.0676]),different,tensor([0.0815]),tensor([0.0580])
21.wav,124.wav,tensor([0.1798]),different,tensor([0.1867]),tensor([0.1336])
21.wav,125.wav,tensor([0.2359]),different,tensor([0.1611]),tensor([0.2297])
21.wav,126.wav,tensor([0.4055]),different,tensor([0.3086]),tensor([0.5668])
21.wav,127.wav,tensor([0.4397]),different,tensor([0.2868]),tensor([0.4970])
21.wav,128.wav,tensor([0.3237]),different,tensor([0.1556]),tensor([0.5230])
21.wav,129.wav,tensor([0.2908]),different,tensor([0.2734]),tensor([0.5595])
21.wav,130.wav,tensor([0.3283]),different,tensor([0.1864]),tensor([0.5016])
21.wav,131.wav,tensor([0.4463]),different,tensor([0.3619]),tensor([0.4576])
21.wav,132.wav,tensor([0.3851]),different,tensor([0.3044]),tensor([0.3933])
21.wav,133.wav,tensor([0.4786]),different,tensor([0.2710]),tensor([0.4271])
21.wav,134.wav,tensor([0.3349]),different,tensor([0.2006]),tensor([0.4111])
21.wav,135.wav,tensor([0.3721]),different,tensor([0.2802]),tensor([0.4046])
21.wav,136.wav,tensor([0.3779]),different,tensor([0.4215]),tensor([0.5331])
21.wav,137.wav,tensor([0.3342]),different,tensor([0.3066]),tensor([0.4440])
21.wav,138.wav,tensor([0.3079]),different,tensor([0.2484]),tensor([0.4574])
21.wav,139.wav,tensor([0.4465]),different,tensor([0.3266]),tensor([0.4923])
21.wav,140.wav,tensor([0.2907]),different,tensor([0.2375]),tensor([0.3749])
21.wav,141.wav,tensor([0.2891]),different,tensor([0.2285]),tensor([0.3109])
21.wav,142.wav,tensor([0.3849]),different,tensor([0.2063]),tensor([0.3122])
21.wav,143.wav,tensor([0.2722]),different,tensor([0.1735]),tensor([0.3214])
21.wav,144.wav,tensor([0.3028]),different,tensor([0.1260]),tensor([0.3059])
21.wav,145.wav,tensor([0.2360]),different,tensor([0.1478]),tensor([0.1869])
21.wav,146.wav,tensor([0.0938]),different,tensor([0.1157]),tensor([0.3233])
21.wav,147.wav,tensor([0.3840]),different,tensor([0.3541]),tensor([0.5245])
21.wav,148.wav,tensor([0.4265]),different,tensor([0.2494]),tensor([0.4356])
21.wav,149.wav,tensor([0.4475]),different,tensor([0.3720]),tensor([0.5197])
21.wav,150.wav,tensor([0.1447]),different,tensor([0.2308]),tensor([0.3963])
21.wav,151.wav,tensor([0.0542]),different,tensor([-0.0268]),tensor([0.1072])
21.wav,152.wav,tensor([0.0531]),different,tensor([0.0514]),tensor([0.1146])
21.wav,153.wav,tensor([0.0581]),different,tensor([0.0999]),tensor([0.1079])
21.wav,154.wav,tensor([0.0439]),different,tensor([0.0942]),tensor([0.0477])
21.wav,155.wav,tensor([0.0805]),different,tensor([0.0827]),tensor([0.1813])
21.wav,156.wav,tensor([0.4437]),different,tensor([0.4272]),tensor([0.5554])
21.wav,157.wav,tensor([0.4964]),different,tensor([0.4536]),tensor([0.5220])
21.wav,158.wav,tensor([0.4767]),different,tensor([0.4286]),tensor([0.5637])
21.wav,159.wav,tensor([0.5405]),different,tensor([0.5226]),tensor([0.5851])
21.wav,160.wav,tensor([0.5123]),different,tensor([0.4682]),tensor([0.6011])
21.wav,161.wav,tensor([0.2680]),different,tensor([0.2335]),tensor([0.3719])
21.wav,162.wav,tensor([0.3464]),different,tensor([0.2676]),tensor([0.3569])
21.wav,163.wav,tensor([0.2646]),different,tensor([0.1699]),tensor([0.2887])
21.wav,164.wav,tensor([0.2842]),different,tensor([0.1342]),tensor([0.3052])
21.wav,165.wav,tensor([0.2389]),different,tensor([0.1341]),tensor([0.2348])
21.wav,166.wav,tensor([0.2956]),different,tensor([0.2769]),tensor([0.2915])
21.wav,167.wav,tensor([0.2502]),different,tensor([0.1107]),tensor([0.2628])
21.wav,168.wav,tensor([0.2255]),different,tensor([0.1187]),tensor([0.3449])
21.wav,169.wav,tensor([0.2483]),different,tensor([0.2207]),tensor([0.1834])
21.wav,170.wav,tensor([0.2160]),different,tensor([0.1650]),tensor([0.1567])
21.wav,171.wav,tensor([0.0477]),different,tensor([0.0259]),tensor([0.2632])
21.wav,172.wav,tensor([0.0805]),different,tensor([0.1354]),tensor([0.1883])
21.wav,173.wav,tensor([0.1162]),different,tensor([0.1465]),tensor([0.2666])
21.wav,174.wav,tensor([0.0932]),different,tensor([0.0466]),tensor([0.2470])
21.wav,175.wav,tensor([0.0421]),different,tensor([0.0572]),tensor([0.2386])
21.wav,176.wav,tensor([0.0498]),different,tensor([-0.0539]),tensor([0.1121])
21.wav,177.wav,tensor([0.0761]),different,tensor([0.0098]),tensor([0.1040])
21.wav,178.wav,tensor([0.1061]),different,tensor([-0.0057]),tensor([0.1602])
21.wav,179.wav,tensor([0.0077]),different,tensor([-0.0794]),tensor([0.0822])
21.wav,180.wav,tensor([0.0681]),different,tensor([0.0099]),tensor([0.1197])
21.wav,181.wav,tensor([0.3944]),different,tensor([0.3875]),tensor([0.4560])
21.wav,182.wav,tensor([0.3537]),different,tensor([0.2596]),tensor([0.4625])
21.wav,183.wav,tensor([0.3445]),different,tensor([0.3476]),tensor([0.4194])
21.wav,184.wav,tensor([0.3893]),different,tensor([0.2249]),tensor([0.4140])
21.wav,185.wav,tensor([0.4208]),different,tensor([0.3508]),tensor([0.3976])
21.wav,186.wav,tensor([0.1083]),different,tensor([0.0589]),tensor([0.2611])
21.wav,187.wav,tensor([0.3395]),different,tensor([0.3469]),tensor([0.4633])
21.wav,188.wav,tensor([0.3259]),different,tensor([0.3060]),tensor([0.4058])
21.wav,189.wav,tensor([0.2066]),different,tensor([0.2712]),tensor([0.3210])
21.wav,190.wav,tensor([0.1360]),different,tensor([0.2614]),tensor([0.2805])
21.wav,191.wav,tensor([0.0895]),different,tensor([0.1565]),tensor([0.2667])
21.wav,192.wav,tensor([0.2337]),different,tensor([0.2289]),tensor([0.3548])
21.wav,193.wav,tensor([0.2801]),different,tensor([0.1585]),tensor([0.3945])
21.wav,194.wav,tensor([0.2660]),different,tensor([0.1661]),tensor([0.3797])
21.wav,195.wav,tensor([0.2281]),different,tensor([0.1390]),tensor([0.3000])
21.wav,196.wav,tensor([0.1092]),different,tensor([0.1655]),tensor([0.1330])
21.wav,197.wav,tensor([0.1840]),different,tensor([0.1816]),tensor([0.1927])
21.wav,198.wav,tensor([0.1299]),different,tensor([0.1155]),tensor([0.1840])
21.wav,199.wav,tensor([0.1886]),different,tensor([0.1879]),tensor([0.2905])
21.wav,200.wav,tensor([0.1603]),different,tensor([0.1331]),tensor([0.2295])
22.wav,23.wav,tensor([0.8112]),same,tensor([0.7186]),tensor([0.8330])
22.wav,24.wav,tensor([0.8379]),same,tensor([0.7355]),tensor([0.8370])
22.wav,25.wav,tensor([0.6832]),same,tensor([0.6831]),tensor([0.7129])
22.wav,26.wav,tensor([0.2705]),different,tensor([0.3433]),tensor([0.1652])
22.wav,27.wav,tensor([0.2394]),different,tensor([0.3364]),tensor([0.3209])
22.wav,28.wav,tensor([0.3269]),different,tensor([0.3453]),tensor([0.2899])
22.wav,29.wav,tensor([0.3556]),different,tensor([0.3772]),tensor([0.2448])
22.wav,30.wav,tensor([0.3328]),different,tensor([0.3613]),tensor([0.3677])
22.wav,31.wav,tensor([0.2875]),different,tensor([0.2721]),tensor([0.3168])
22.wav,32.wav,tensor([0.3291]),different,tensor([0.2167]),tensor([0.3042])
22.wav,33.wav,tensor([0.2263]),different,tensor([0.1183]),tensor([0.1664])
22.wav,34.wav,tensor([0.2852]),different,tensor([0.1996]),tensor([0.2839])
22.wav,35.wav,tensor([0.2616]),different,tensor([0.2511]),tensor([0.3285])
22.wav,36.wav,tensor([0.4250]),different,tensor([0.3559]),tensor([0.4885])
22.wav,37.wav,tensor([0.4705]),different,tensor([0.3421]),tensor([0.5606])
22.wav,38.wav,tensor([0.2745]),different,tensor([0.2459]),tensor([0.3723])
22.wav,39.wav,tensor([0.3409]),different,tensor([0.2932]),tensor([0.3911])
22.wav,40.wav,tensor([0.3419]),different,tensor([0.2322]),tensor([0.4322])
22.wav,41.wav,tensor([0.1754]),different,tensor([0.2337]),tensor([0.2412])
22.wav,42.wav,tensor([0.1084]),different,tensor([0.1991]),tensor([0.1808])
22.wav,43.wav,tensor([0.2305]),different,tensor([0.2065]),tensor([0.2882])
22.wav,44.wav,tensor([0.1228]),different,tensor([0.0892]),tensor([0.1204])
22.wav,45.wav,tensor([0.1615]),different,tensor([0.1660]),tensor([0.1777])
22.wav,46.wav,tensor([0.3358]),different,tensor([0.2776]),tensor([0.4062])
22.wav,47.wav,tensor([0.3248]),different,tensor([0.2287]),tensor([0.4548])
22.wav,48.wav,tensor([0.3089]),different,tensor([0.2111]),tensor([0.4715])
22.wav,49.wav,tensor([0.4200]),different,tensor([0.2481]),tensor([0.4985])
22.wav,50.wav,tensor([0.3833]),different,tensor([0.2434]),tensor([0.4227])
22.wav,51.wav,tensor([0.4886]),different,tensor([0.4667]),tensor([0.4976])
22.wav,52.wav,tensor([0.4937]),different,tensor([0.5261]),tensor([0.5680])
22.wav,53.wav,tensor([0.3634]),different,tensor([0.3682]),tensor([0.4567])
22.wav,54.wav,tensor([0.4505]),different,tensor([0.4624]),tensor([0.4283])
22.wav,55.wav,tensor([0.3145]),different,tensor([0.3549]),tensor([0.4077])
22.wav,56.wav,tensor([0.5727]),different,tensor([0.4550]),tensor([0.5388])
22.wav,57.wav,tensor([0.4800]),different,tensor([0.4594]),tensor([0.6502])
22.wav,58.wav,tensor([0.5024]),different,tensor([0.4576]),tensor([0.5086])
22.wav,59.wav,tensor([0.5893]),different,tensor([0.4713]),tensor([0.5204])
22.wav,60.wav,tensor([0.4414]),different,tensor([0.5270]),tensor([0.5232])
22.wav,61.wav,tensor([0.1638]),different,tensor([0.2841]),tensor([0.3219])
22.wav,62.wav,tensor([0.2715]),different,tensor([0.2413]),tensor([0.3087])
22.wav,63.wav,tensor([0.3565]),different,tensor([0.2381]),tensor([0.3289])
22.wav,64.wav,tensor([0.1909]),different,tensor([0.2862]),tensor([0.3245])
22.wav,65.wav,tensor([0.2793]),different,tensor([0.2788]),tensor([0.3758])
22.wav,66.wav,tensor([0.2534]),different,tensor([0.2980]),tensor([0.1817])
22.wav,67.wav,tensor([0.3032]),different,tensor([0.2181]),tensor([0.4141])
22.wav,68.wav,tensor([0.3455]),different,tensor([0.2704]),tensor([0.2801])
22.wav,69.wav,tensor([0.3342]),different,tensor([0.2159]),tensor([0.3820])
22.wav,70.wav,tensor([0.2644]),different,tensor([0.2079]),tensor([0.2816])
22.wav,71.wav,tensor([0.1282]),different,tensor([0.1720]),tensor([0.1256])
22.wav,72.wav,tensor([0.2559]),different,tensor([0.2281]),tensor([0.3461])
22.wav,73.wav,tensor([0.2246]),different,tensor([0.2077]),tensor([0.2911])
22.wav,74.wav,tensor([0.1356]),different,tensor([0.2271]),tensor([0.1682])
22.wav,75.wav,tensor([0.2061]),different,tensor([0.2097]),tensor([0.2612])
22.wav,76.wav,tensor([0.2049]),different,tensor([0.2500]),tensor([0.2300])
