file1,file2,score,user_relation,score_with_nonoise,score_denoise
41.wav,136.wav,tensor([-0.0042]),different,tensor([0.1073]),tensor([0.1987])
41.wav,137.wav,tensor([-0.0591]),different,tensor([0.0658]),tensor([0.1033])
41.wav,138.wav,tensor([0.0365]),different,tensor([0.1151]),tensor([0.1641])
41.wav,139.wav,tensor([-0.0206]),different,tensor([0.1096]),tensor([0.1338])
41.wav,140.wav,tensor([-0.0316]),different,tensor([-0.0286]),tensor([0.1001])
41.wav,141.wav,tensor([0.3187]),different,tensor([0.3030]),tensor([0.3490])
41.wav,142.wav,tensor([0.3190]),different,tensor([0.2672]),tensor([0.3303])
41.wav,143.wav,tensor([0.3618]),different,tensor([0.3361]),tensor([0.3274])
41.wav,144.wav,tensor([0.2929]),different,tensor([0.2819]),tensor([0.3250])
41.wav,145.wav,tensor([0.2671]),different,tensor([0.1517]),tensor([0.2718])
41.wav,146.wav,tensor([0.1290]),different,tensor([0.1029]),tensor([0.2351])
41.wav,147.wav,tensor([0.1441]),different,tensor([0.1092]),tensor([0.2121])
41.wav,148.wav,tensor([0.1907]),different,tensor([0.1118]),tensor([0.2179])
41.wav,149.wav,tensor([0.2168]),different,tensor([0.0762]),tensor([0.2839])
41.wav,150.wav,tensor([0.1146]),different,tensor([0.0371]),tensor([0.2174])
41.wav,151.wav,tensor([0.0866]),different,tensor([0.0741]),tensor([0.2158])
41.wav,152.wav,tensor([0.0530]),different,tensor([0.0529]),tensor([0.1716])
41.wav,153.wav,tensor([0.0671]),different,tensor([0.0580]),tensor([0.1647])
41.wav,154.wav,tensor([0.0621]),different,tensor([0.0185]),tensor([0.1368])
41.wav,155.wav,tensor([0.0616]),different,tensor([0.0550]),tensor([0.1659])
41.wav,156.wav,tensor([0.1337]),different,tensor([0.1667]),tensor([0.2213])
41.wav,157.wav,tensor([0.1392]),different,tensor([0.1319]),tensor([0.2351])
41.wav,158.wav,tensor([0.1247]),different,tensor([0.1162]),tensor([0.2284])
41.wav,159.wav,tensor([0.1363]),different,tensor([0.2220]),tensor([0.2479])
41.wav,160.wav,tensor([0.1572]),different,tensor([0.2064]),tensor([0.2535])
41.wav,161.wav,tensor([0.1549]),different,tensor([0.0631]),tensor([0.2137])
41.wav,162.wav,tensor([0.1480]),different,tensor([0.0567]),tensor([0.1181])
41.wav,163.wav,tensor([0.1544]),different,tensor([0.0433]),tensor([0.2025])
41.wav,164.wav,tensor([0.1747]),different,tensor([0.0600]),tensor([0.2192])
41.wav,165.wav,tensor([0.2077]),different,tensor([0.0033]),tensor([0.2216])
41.wav,166.wav,tensor([0.0858]),different,tensor([0.1283]),tensor([0.2761])
41.wav,167.wav,tensor([0.1589]),different,tensor([0.1192]),tensor([0.2598])
41.wav,168.wav,tensor([0.1579]),different,tensor([0.1611]),tensor([0.2489])
41.wav,169.wav,tensor([0.1513]),different,tensor([0.2232]),tensor([0.2464])
41.wav,170.wav,tensor([0.0939]),different,tensor([0.1086]),tensor([0.2709])
41.wav,171.wav,tensor([0.0387]),different,tensor([0.0283]),tensor([0.1607])
41.wav,172.wav,tensor([0.0596]),different,tensor([0.1332]),tensor([0.1662])
41.wav,173.wav,tensor([0.1463]),different,tensor([0.1813]),tensor([0.2779])
41.wav,174.wav,tensor([0.1035]),different,tensor([0.0720]),tensor([0.2520])
41.wav,175.wav,tensor([0.1476]),different,tensor([0.1468]),tensor([0.2145])
41.wav,176.wav,tensor([0.1722]),different,tensor([0.1125]),tensor([0.3229])
41.wav,177.wav,tensor([0.2364]),different,tensor([0.1658]),tensor([0.2704])
41.wav,178.wav,tensor([0.2350]),different,tensor([0.1801]),tensor([0.2815])
41.wav,179.wav,tensor([0.1443]),different,tensor([0.1427]),tensor([0.2801])
41.wav,180.wav,tensor([0.1208]),different,tensor([0.0970]),tensor([0.2244])
41.wav,181.wav,tensor([0.1327]),different,tensor([0.1685]),tensor([0.1931])
41.wav,182.wav,tensor([0.1468]),different,tensor([0.1273]),tensor([0.2153])
41.wav,183.wav,tensor([0.1504]),different,tensor([0.1111]),tensor([0.2445])
41.wav,184.wav,tensor([0.1088]),different,tensor([0.1187]),tensor([0.2711])
41.wav,185.wav,tensor([0.0641]),different,tensor([0.0559]),tensor([0.2160])
41.wav,186.wav,tensor([0.1890]),different,tensor([0.0494]),tensor([0.2685])
41.wav,187.wav,tensor([0.2110]),different,tensor([0.1312]),tensor([0.2882])
41.wav,188.wav,tensor([0.2018]),different,tensor([0.1663]),tensor([0.2978])
41.wav,189.wav,tensor([0.1306]),different,tensor([0.1036]),tensor([0.2413])
41.wav,190.wav,tensor([0.2212]),different,tensor([0.2041]),tensor([0.2600])
41.wav,191.wav,tensor([0.1703]),different,tensor([0.1194]),tensor([0.2328])
41.wav,192.wav,tensor([0.1453]),different,tensor([0.0415]),tensor([0.1607])
41.wav,193.wav,tensor([0.1364]),different,tensor([0.0003]),tensor([0.1812])
41.wav,194.wav,tensor([0.1447]),different,tensor([0.0077]),tensor([0.2500])
41.wav,195.wav,tensor([0.1703]),different,tensor([0.0046]),tensor([0.2017])
41.wav,196.wav,tensor([0.0171]),different,tensor([-0.0093]),tensor([0.0765])
41.wav,197.wav,tensor([0.0257]),different,tensor([0.1343]),tensor([0.1187])
41.wav,198.wav,tensor([0.0711]),different,tensor([0.1017]),tensor([0.1421])
41.wav,199.wav,tensor([0.0406]),different,tensor([0.1303]),tensor([0.1152])
41.wav,200.wav,tensor([0.0706]),different,tensor([0.0968]),tensor([0.1702])
42.wav,43.wav,tensor([0.5973]),same,tensor([0.5764]),tensor([0.6931])
42.wav,44.wav,tensor([0.4988]),same,tensor([0.4994]),tensor([0.5614])
42.wav,45.wav,tensor([0.5881]),same,tensor([0.6150]),tensor([0.6034])
42.wav,46.wav,tensor([0.1639]),different,tensor([0.2421]),tensor([0.2408])
42.wav,47.wav,tensor([0.1422]),different,tensor([0.1238]),tensor([0.2089])
42.wav,48.wav,tensor([0.1255]),different,tensor([0.1255]),tensor([0.2650])
42.wav,49.wav,tensor([0.1421]),different,tensor([0.1511]),tensor([0.2358])
42.wav,50.wav,tensor([0.1375]),different,tensor([0.1542]),tensor([0.2367])
42.wav,51.wav,tensor([0.0082]),different,tensor([0.1260]),tensor([0.0579])
42.wav,52.wav,tensor([0.0619]),different,tensor([0.2055]),tensor([0.1677])
42.wav,53.wav,tensor([0.1065]),different,tensor([0.1721]),tensor([0.2269])
42.wav,54.wav,tensor([0.1023]),different,tensor([0.1819]),tensor([0.1883])
42.wav,55.wav,tensor([0.1092]),different,tensor([0.2251]),tensor([0.2112])
42.wav,56.wav,tensor([0.1128]),different,tensor([0.1497]),tensor([0.2059])
42.wav,57.wav,tensor([0.1268]),different,tensor([0.0758]),tensor([0.1887])
42.wav,58.wav,tensor([0.1108]),different,tensor([0.0754]),tensor([0.2189])
42.wav,59.wav,tensor([0.0929]),different,tensor([0.0482]),tensor([0.2117])
42.wav,60.wav,tensor([0.1654]),different,tensor([0.1126]),tensor([0.2481])
42.wav,61.wav,tensor([0.0998]),different,tensor([0.2079]),tensor([0.2256])
42.wav,62.wav,tensor([0.0794]),different,tensor([0.1039]),tensor([0.2138])
42.wav,63.wav,tensor([0.1579]),different,tensor([0.1396]),tensor([0.2185])
42.wav,64.wav,tensor([0.1966]),different,tensor([0.1360]),tensor([0.2500])
42.wav,65.wav,tensor([0.1383]),different,tensor([0.0992]),tensor([0.1828])
42.wav,66.wav,tensor([0.1902]),different,tensor([0.2781]),tensor([0.2406])
42.wav,67.wav,tensor([0.3269]),different,tensor([0.2710]),tensor([0.3024])
42.wav,68.wav,tensor([0.2588]),different,tensor([0.2679]),tensor([0.2616])
42.wav,69.wav,tensor([0.2221]),different,tensor([0.1658]),tensor([0.2646])
42.wav,70.wav,tensor([0.2360]),different,tensor([0.2620]),tensor([0.2453])
42.wav,71.wav,tensor([0.3208]),different,tensor([0.4108]),tensor([0.3278])
42.wav,72.wav,tensor([0.2151]),different,tensor([0.2255]),tensor([0.2998])
42.wav,73.wav,tensor([0.3015]),different,tensor([0.2794]),tensor([0.3310])
42.wav,74.wav,tensor([0.2800]),different,tensor([0.1588]),tensor([0.2678])
42.wav,75.wav,tensor([0.3329]),different,tensor([0.3042]),tensor([0.4530])
42.wav,76.wav,tensor([0.2980]),different,tensor([0.3053]),tensor([0.2112])
42.wav,77.wav,tensor([0.1775]),different,tensor([0.1705]),tensor([0.2027])
42.wav,78.wav,tensor([0.2463]),different,tensor([0.2574]),tensor([0.1987])
42.wav,79.wav,tensor([0.2494]),different,tensor([0.2768]),tensor([0.2855])
42.wav,80.wav,tensor([0.3330]),different,tensor([0.3124]),tensor([0.3682])
42.wav,81.wav,tensor([0.3976]),different,tensor([0.3217]),tensor([0.3997])
42.wav,82.wav,tensor([0.4185]),different,tensor([0.4029]),tensor([0.4500])
42.wav,83.wav,tensor([0.4640]),different,tensor([0.3080]),tensor([0.4054])
42.wav,84.wav,tensor([0.4190]),different,tensor([0.3982]),tensor([0.4054])
42.wav,85.wav,tensor([0.3576]),different,tensor([0.1950]),tensor([0.4224])
42.wav,86.wav,tensor([0.1035]),different,tensor([0.0861]),tensor([0.2002])
42.wav,87.wav,tensor([0.0968]),different,tensor([0.1160]),tensor([0.2217])
42.wav,88.wav,tensor([0.1638]),different,tensor([0.1388]),tensor([0.2062])
42.wav,89.wav,tensor([0.0973]),different,tensor([0.0307]),tensor([0.2229])
42.wav,90.wav,tensor([0.0988]),different,tensor([0.1228]),tensor([0.2222])
42.wav,91.wav,tensor([0.0697]),different,tensor([0.1295]),tensor([0.2162])
42.wav,92.wav,tensor([0.1655]),different,tensor([0.1480]),tensor([0.2606])
42.wav,93.wav,tensor([0.1375]),different,tensor([0.1363]),tensor([0.1765])
42.wav,94.wav,tensor([0.1108]),different,tensor([0.1796]),tensor([0.1944])
42.wav,95.wav,tensor([0.0110]),different,tensor([0.1081]),tensor([0.0775])
42.wav,96.wav,tensor([0.0033]),different,tensor([0.1549]),tensor([0.1108])
42.wav,97.wav,tensor([-0.0281]),different,tensor([0.1506]),tensor([0.1199])
42.wav,98.wav,tensor([0.0350]),different,tensor([0.1961]),tensor([0.1707])
42.wav,99.wav,tensor([0.0342]),different,tensor([0.1686]),tensor([0.1476])
42.wav,100.wav,tensor([0.0471]),different,tensor([0.1184]),tensor([0.1578])
42.wav,101.wav,tensor([0.2304]),different,tensor([0.1162]),tensor([0.2062])
42.wav,102.wav,tensor([0.1908]),different,tensor([0.1395]),tensor([0.2240])
42.wav,103.wav,tensor([0.1517]),different,tensor([0.0475]),tensor([0.1990])
42.wav,104.wav,tensor([0.1448]),different,tensor([0.0640]),tensor([0.1698])
42.wav,105.wav,tensor([0.1926]),different,tensor([0.2445]),tensor([0.2504])
42.wav,106.wav,tensor([0.0959]),different,tensor([0.1284]),tensor([0.1427])
42.wav,107.wav,tensor([0.0924]),different,tensor([0.0849]),tensor([0.1718])
42.wav,108.wav,tensor([0.0621]),different,tensor([0.0507]),tensor([0.0826])
42.wav,109.wav,tensor([0.1402]),different,tensor([0.0574]),tensor([0.1438])
42.wav,110.wav,tensor([0.0920]),different,tensor([0.0319]),tensor([0.1776])
42.wav,111.wav,tensor([0.0798]),different,tensor([0.0765]),tensor([0.1800])
42.wav,112.wav,tensor([0.1056]),different,tensor([0.1109]),tensor([0.1564])
42.wav,113.wav,tensor([0.1106]),different,tensor([0.0804]),tensor([0.2016])
42.wav,114.wav,tensor([0.0333]),different,tensor([0.0789]),tensor([0.1093])
42.wav,115.wav,tensor([0.1527]),different,tensor([0.1280]),tensor([0.2079])
42.wav,116.wav,tensor([0.0629]),different,tensor([0.0769]),tensor([0.1212])
42.wav,117.wav,tensor([0.0772]),different,tensor([0.0313]),tensor([0.1461])
42.wav,118.wav,tensor([0.1671]),different,tensor([0.0691]),tensor([0.1853])
42.wav,119.wav,tensor([0.1440]),different,tensor([0.1260]),tensor([0.1897])
42.wav,120.wav,tensor([0.0758]),different,tensor([0.0810]),tensor([0.1531])
42.wav,121.wav,tensor([0.2551]),different,tensor([0.3562]),tensor([0.3005])
42.wav,122.wav,tensor([0.2696]),different,tensor([0.4713]),tensor([0.3300])
42.wav,123.wav,tensor([0.1018]),different,tensor([0.0925]),tensor([0.1110])
42.wav,124.wav,tensor([0.2575]),different,tensor([0.4172]),tensor([0.3557])
42.wav,125.wav,tensor([0.2213]),different,tensor([0.3549]),tensor([0.3317])
42.wav,126.wav,tensor([0.1219]),different,tensor([0.0840]),tensor([0.2427])
42.wav,127.wav,tensor([0.0942]),different,tensor([0.0920]),tensor([0.2103])
42.wav,128.wav,tensor([0.0849]),different,tensor([0.0368]),tensor([0.2107])
42.wav,129.wav,tensor([0.0691]),different,tensor([0.1531]),tensor([0.2321])
42.wav,130.wav,tensor([0.0935]),different,tensor([0.0651]),tensor([0.1408])
42.wav,131.wav,tensor([0.0818]),different,tensor([0.1581]),tensor([0.2063])
42.wav,132.wav,tensor([0.1331]),different,tensor([0.1957]),tensor([0.2769])
42.wav,133.wav,tensor([0.1681]),different,tensor([0.2139]),tensor([0.2818])
42.wav,134.wav,tensor([0.1241]),different,tensor([0.1609]),tensor([0.2506])
42.wav,135.wav,tensor([0.1512]),different,tensor([0.1351]),tensor([0.3129])
42.wav,136.wav,tensor([0.0313]),different,tensor([0.1955]),tensor([0.2414])
42.wav,137.wav,tensor([0.0022]),different,tensor([0.0997]),tensor([0.1521])
42.wav,138.wav,tensor([0.1263]),different,tensor([0.1090]),tensor([0.1766])
42.wav,139.wav,tensor([0.0247]),different,tensor([0.1175]),tensor([0.1848])
42.wav,140.wav,tensor([0.0313]),different,tensor([0.0119]),tensor([0.1347])
42.wav,141.wav,tensor([0.2726]),different,tensor([0.3055]),tensor([0.2922])
42.wav,142.wav,tensor([0.2737]),different,tensor([0.3075]),tensor([0.2918])
42.wav,143.wav,tensor([0.2885]),different,tensor([0.3074]),tensor([0.2972])
42.wav,144.wav,tensor([0.2758]),different,tensor([0.2413]),tensor([0.2810])
42.wav,145.wav,tensor([0.2693]),different,tensor([0.2368]),tensor([0.2998])
42.wav,146.wav,tensor([0.1219]),different,tensor([0.0776]),tensor([0.2236])
42.wav,147.wav,tensor([0.1581]),different,tensor([0.1128]),tensor([0.1794])
42.wav,148.wav,tensor([0.1766]),different,tensor([0.0967]),tensor([0.2095])
42.wav,149.wav,tensor([0.2040]),different,tensor([0.1217]),tensor([0.2454])
42.wav,150.wav,tensor([0.1508]),different,tensor([0.0733]),tensor([0.2525])
42.wav,151.wav,tensor([0.1399]),different,tensor([0.1540]),tensor([0.2712])
42.wav,152.wav,tensor([0.1267]),different,tensor([0.2096]),tensor([0.2347])
42.wav,153.wav,tensor([0.1147]),different,tensor([0.2008]),tensor([0.2261])
42.wav,154.wav,tensor([0.1249]),different,tensor([0.1709]),tensor([0.2410])
42.wav,155.wav,tensor([0.1304]),different,tensor([0.1593]),tensor([0.2013])
42.wav,156.wav,tensor([0.1222]),different,tensor([0.2240]),tensor([0.2406])
42.wav,157.wav,tensor([0.1060]),different,tensor([0.1865]),tensor([0.2288])
42.wav,158.wav,tensor([0.0883]),different,tensor([0.1961]),tensor([0.2503])
42.wav,159.wav,tensor([0.0990]),different,tensor([0.2600]),tensor([0.2480])
42.wav,160.wav,tensor([0.1169]),different,tensor([0.2411]),tensor([0.2349])
42.wav,161.wav,tensor([0.1065]),different,tensor([0.1071]),tensor([0.2349])
42.wav,162.wav,tensor([0.1270]),different,tensor([0.0918]),tensor([0.1753])
42.wav,163.wav,tensor([0.1494]),different,tensor([0.0934]),tensor([0.2145])
42.wav,164.wav,tensor([0.1581]),different,tensor([0.1535]),tensor([0.2219])
42.wav,165.wav,tensor([0.2054]),different,tensor([0.0955]),tensor([0.2485])
42.wav,166.wav,tensor([0.1445]),different,tensor([0.1560]),tensor([0.3286])
42.wav,167.wav,tensor([0.2171]),different,tensor([0.3019]),tensor([0.2859])
42.wav,168.wav,tensor([0.2219]),different,tensor([0.1661]),tensor([0.2225])
42.wav,169.wav,tensor([0.2211]),different,tensor([0.2855]),tensor([0.2786])
42.wav,170.wav,tensor([0.1940]),different,tensor([0.2279]),tensor([0.2380])
42.wav,171.wav,tensor([0.1219]),different,tensor([0.0081]),tensor([0.2448])
42.wav,172.wav,tensor([0.1265]),different,tensor([0.1172]),tensor([0.2378])
42.wav,173.wav,tensor([0.2055]),different,tensor([0.1314]),tensor([0.2617])
42.wav,174.wav,tensor([0.1886]),different,tensor([0.1410]),tensor([0.2974])
42.wav,175.wav,tensor([0.2425]),different,tensor([0.1938]),tensor([0.3330])
42.wav,176.wav,tensor([0.1309]),different,tensor([0.1054]),tensor([0.3331])
42.wav,177.wav,tensor([0.1997]),different,tensor([0.2606]),tensor([0.3222])
42.wav,178.wav,tensor([0.1905]),different,tensor([0.1390]),tensor([0.3375])
42.wav,179.wav,tensor([0.2075]),different,tensor([0.2766]),tensor([0.3922])
42.wav,180.wav,tensor([0.1763]),different,tensor([0.1392]),tensor([0.3125])
42.wav,181.wav,tensor([0.0861]),different,tensor([0.1619]),tensor([0.2506])
42.wav,182.wav,tensor([0.1117]),different,tensor([0.1244]),tensor([0.2480])
42.wav,183.wav,tensor([0.1295]),different,tensor([0.2051]),tensor([0.2636])
42.wav,184.wav,tensor([0.0803]),different,tensor([0.1816]),tensor([0.2632])
42.wav,185.wav,tensor([0.0931]),different,tensor([0.1684]),tensor([0.2452])
42.wav,186.wav,tensor([0.1767]),different,tensor([0.1816]),tensor([0.2797])
42.wav,187.wav,tensor([0.2035]),different,tensor([0.2134]),tensor([0.2787])
42.wav,188.wav,tensor([0.1670]),different,tensor([0.2077]),tensor([0.2651])
42.wav,189.wav,tensor([0.0675]),different,tensor([0.1645]),tensor([0.2261])
42.wav,190.wav,tensor([0.1741]),different,tensor([0.2629]),tensor([0.2166])
42.wav,191.wav,tensor([0.1562]),different,tensor([0.0876]),tensor([0.2803])
42.wav,192.wav,tensor([0.0883]),different,tensor([0.0147]),tensor([0.1047])
42.wav,193.wav,tensor([0.1328]),different,tensor([-0.0122]),tensor([0.1283])
42.wav,194.wav,tensor([0.1628]),different,tensor([0.0472]),tensor([0.2368])
42.wav,195.wav,tensor([0.1146]),different,tensor([0.0011]),tensor([0.2004])
42.wav,196.wav,tensor([0.1429]),different,tensor([0.0969]),tensor([0.2035])
42.wav,197.wav,tensor([0.0800]),different,tensor([0.1482]),tensor([0.1709])
42.wav,198.wav,tensor([0.1676]),different,tensor([0.1352]),tensor([0.2458])
42.wav,199.wav,tensor([0.0428]),different,tensor([0.1171]),tensor([0.1285])
42.wav,200.wav,tensor([0.1274]),different,tensor([0.1410]),tensor([0.2349])
43.wav,44.wav,tensor([0.6691]),same,tensor([0.4994]),tensor([0.7076])
43.wav,45.wav,tensor([0.6787]),same,tensor([0.5467]),tensor([0.7346])
43.wav,46.wav,tensor([0.1021]),different,tensor([0.2024]),tensor([0.2653])
43.wav,47.wav,tensor([0.0854]),different,tensor([0.1637]),tensor([0.2403])
43.wav,48.wav,tensor([0.1737]),different,tensor([0.1574]),tensor([0.3377])
43.wav,49.wav,tensor([0.1603]),different,tensor([0.1753]),tensor([0.3023])
43.wav,50.wav,tensor([0.1278]),different,tensor([0.1630]),tensor([0.2565])
43.wav,51.wav,tensor([0.0489]),different,tensor([0.2037]),tensor([0.1378])
43.wav,52.wav,tensor([0.1265]),different,tensor([0.3062]),tensor([0.1970])
43.wav,53.wav,tensor([0.0598]),different,tensor([0.2270]),tensor([0.2256])
43.wav,54.wav,tensor([0.1157]),different,tensor([0.2494]),tensor([0.1921])
43.wav,55.wav,tensor([0.0372]),different,tensor([0.2263]),tensor([0.1788])
43.wav,56.wav,tensor([0.1944]),different,tensor([0.2165]),tensor([0.2569])
43.wav,57.wav,tensor([0.1933]),different,tensor([0.1999]),tensor([0.2836])
43.wav,58.wav,tensor([0.1927]),different,tensor([0.1271]),tensor([0.3058])
43.wav,59.wav,tensor([0.1954]),different,tensor([0.1745]),tensor([0.2734])
43.wav,60.wav,tensor([0.2072]),different,tensor([0.1538]),tensor([0.3027])
43.wav,61.wav,tensor([0.1512]),different,tensor([0.3318]),tensor([0.2352])
43.wav,62.wav,tensor([0.0712]),different,tensor([0.1566]),tensor([0.1880])
43.wav,63.wav,tensor([0.1191]),different,tensor([0.1927]),tensor([0.2267])
43.wav,64.wav,tensor([0.1357]),different,tensor([0.1708]),tensor([0.2296])
43.wav,65.wav,tensor([0.1007]),different,tensor([0.2349]),tensor([0.2024])
43.wav,66.wav,tensor([0.2087]),different,tensor([0.2440]),tensor([0.1039])
43.wav,67.wav,tensor([0.3880]),different,tensor([0.2898]),tensor([0.3551])
43.wav,68.wav,tensor([0.2857]),different,tensor([0.2659]),tensor([0.2638])
43.wav,69.wav,tensor([0.2386]),different,tensor([0.2000]),tensor([0.2861])
43.wav,70.wav,tensor([0.2025]),different,tensor([0.2867]),tensor([0.3035])
43.wav,71.wav,tensor([0.3279]),different,tensor([0.3734]),tensor([0.3410])
43.wav,72.wav,tensor([0.2481]),different,tensor([0.2776]),tensor([0.3981])
43.wav,73.wav,tensor([0.2181]),different,tensor([0.4019]),tensor([0.3173])
43.wav,74.wav,tensor([0.2270]),different,tensor([0.2313]),tensor([0.2830])
43.wav,75.wav,tensor([0.2651]),different,tensor([0.3517]),tensor([0.4045])
43.wav,76.wav,tensor([0.1832]),different,tensor([0.3027]),tensor([0.2304])
43.wav,77.wav,tensor([0.1212]),different,tensor([0.2417]),tensor([0.1546])
43.wav,78.wav,tensor([0.1244]),different,tensor([0.3157]),tensor([0.1683])
43.wav,79.wav,tensor([0.1392]),different,tensor([0.2551]),tensor([0.1965])
43.wav,80.wav,tensor([0.1820]),different,tensor([0.2437]),tensor([0.3049])
43.wav,81.wav,tensor([0.3180]),different,tensor([0.3060]),tensor([0.4370])
43.wav,82.wav,tensor([0.3058]),different,tensor([0.4099]),tensor([0.4195])
43.wav,83.wav,tensor([0.4113]),different,tensor([0.3292]),tensor([0.4550])
43.wav,84.wav,tensor([0.2874]),different,tensor([0.3976]),tensor([0.3702])
43.wav,85.wav,tensor([0.3016]),different,tensor([0.2329]),tensor([0.3485])
43.wav,86.wav,tensor([0.0698]),different,tensor([0.0958]),tensor([0.1501])
43.wav,87.wav,tensor([0.0779]),different,tensor([0.1601]),tensor([0.1979])
43.wav,88.wav,tensor([0.1185]),different,tensor([0.1512]),tensor([0.1922])
43.wav,89.wav,tensor([0.0423]),different,tensor([0.0861]),tensor([0.2276])
43.wav,90.wav,tensor([0.0965]),different,tensor([0.0351]),tensor([0.1808])
43.wav,91.wav,tensor([0.0260]),different,tensor([0.1007]),tensor([0.1379])
43.wav,92.wav,tensor([0.1246]),different,tensor([0.1968]),tensor([0.2521])
43.wav,93.wav,tensor([0.1470]),different,tensor([0.0970]),tensor([0.1422])
43.wav,94.wav,tensor([0.0565]),different,tensor([0.0945]),tensor([0.0672])
43.wav,95.wav,tensor([0.0270]),different,tensor([0.1267]),tensor([0.0732])
43.wav,96.wav,tensor([0.0448]),different,tensor([0.2389]),tensor([0.0995])
43.wav,97.wav,tensor([0.0054]),different,tensor([0.2553]),tensor([0.0905])
43.wav,98.wav,tensor([-0.0075]),different,tensor([0.2463]),tensor([0.1715])
43.wav,99.wav,tensor([0.0250]),different,tensor([0.1399]),tensor([0.1354])
43.wav,100.wav,tensor([0.0312]),different,tensor([0.1731]),tensor([0.1124])
43.wav,101.wav,tensor([0.0837]),different,tensor([0.0972]),tensor([0.1964])
43.wav,102.wav,tensor([0.0652]),different,tensor([0.0675]),tensor([0.2339])
43.wav,103.wav,tensor([0.1099]),different,tensor([0.0903]),tensor([0.2135])
43.wav,104.wav,tensor([0.0922]),different,tensor([0.1095]),tensor([0.1865])
43.wav,105.wav,tensor([0.1190]),different,tensor([0.1723]),tensor([0.2828])
43.wav,106.wav,tensor([0.0829]),different,tensor([0.0823]),tensor([0.1471])
43.wav,107.wav,tensor([0.0623]),different,tensor([0.0602]),tensor([0.1437])
43.wav,108.wav,tensor([0.0460]),different,tensor([0.0264]),tensor([0.1190])
43.wav,109.wav,tensor([0.0868]),different,tensor([0.0507]),tensor([0.1215])
43.wav,110.wav,tensor([0.0643]),different,tensor([0.1686]),tensor([0.2040])
43.wav,111.wav,tensor([0.0339]),different,tensor([-0.0017]),tensor([0.1333])
43.wav,112.wav,tensor([0.0889]),different,tensor([0.0311]),tensor([0.1157])
43.wav,113.wav,tensor([0.0760]),different,tensor([0.0550]),tensor([0.1590])
43.wav,114.wav,tensor([0.0090]),different,tensor([0.0641]),tensor([0.0794])
43.wav,115.wav,tensor([0.1219]),different,tensor([0.0696]),tensor([0.1624])
43.wav,116.wav,tensor([0.1276]),different,tensor([0.1915]),tensor([0.1761])
43.wav,117.wav,tensor([0.0978]),different,tensor([0.1596]),tensor([0.1831])
43.wav,118.wav,tensor([0.0987]),different,tensor([0.1251]),tensor([0.1686])
43.wav,119.wav,tensor([0.1022]),different,tensor([0.2737]),tensor([0.2370])
43.wav,120.wav,tensor([0.1181]),different,tensor([0.1973]),tensor([0.2342])
43.wav,121.wav,tensor([0.3052]),different,tensor([0.2788]),tensor([0.3269])
43.wav,122.wav,tensor([0.1618]),different,tensor([0.2645]),tensor([0.2737])
43.wav,123.wav,tensor([0.0592]),different,tensor([0.1024]),tensor([0.1124])
43.wav,124.wav,tensor([0.3095]),different,tensor([0.3258]),tensor([0.3531])
43.wav,125.wav,tensor([0.3285]),different,tensor([0.4503]),tensor([0.4034])
43.wav,126.wav,tensor([0.0695]),different,tensor([0.1456]),tensor([0.1735])
43.wav,127.wav,tensor([0.0487]),different,tensor([0.2201]),tensor([0.1736])
43.wav,128.wav,tensor([-0.0091]),different,tensor([0.1489]),tensor([0.1629])
43.wav,129.wav,tensor([0.0196]),different,tensor([0.2456]),tensor([0.1631])
43.wav,130.wav,tensor([-0.0110]),different,tensor([0.1633]),tensor([0.1078])
43.wav,131.wav,tensor([0.1943]),different,tensor([0.1568]),tensor([0.2295])
43.wav,132.wav,tensor([0.2206]),different,tensor([0.1644]),tensor([0.2956])
43.wav,133.wav,tensor([0.2151]),different,tensor([0.1509]),tensor([0.3056])
43.wav,134.wav,tensor([0.2043]),different,tensor([0.1214]),tensor([0.2631])
43.wav,135.wav,tensor([0.2017]),different,tensor([0.2398]),tensor([0.3106])
43.wav,136.wav,tensor([0.0445]),different,tensor([0.1058]),tensor([0.2292])
43.wav,137.wav,tensor([0.0014]),different,tensor([0.1339]),tensor([0.1676])
43.wav,138.wav,tensor([0.0962]),different,tensor([0.1231]),tensor([0.1751])
43.wav,139.wav,tensor([0.0791]),different,tensor([0.1093]),tensor([0.1740])
43.wav,140.wav,tensor([-0.0819]),different,tensor([0.0197]),tensor([0.0852])
43.wav,141.wav,tensor([0.3414]),different,tensor([0.2687]),tensor([0.3291])
43.wav,142.wav,tensor([0.3506]),different,tensor([0.1718]),tensor([0.3128])
43.wav,143.wav,tensor([0.2987]),different,tensor([0.2336]),tensor([0.3204])
43.wav,144.wav,tensor([0.3157]),different,tensor([0.1683]),tensor([0.3112])
43.wav,145.wav,tensor([0.2462]),different,tensor([0.1001]),tensor([0.2812])
43.wav,146.wav,tensor([0.0375]),different,tensor([0.1183]),tensor([0.2169])
43.wav,147.wav,tensor([0.1334]),different,tensor([0.1052]),tensor([0.2532])
43.wav,148.wav,tensor([0.1510]),different,tensor([0.1174]),tensor([0.1794])
43.wav,149.wav,tensor([0.1810]),different,tensor([0.1220]),tensor([0.2826])
43.wav,150.wav,tensor([0.0663]),different,tensor([0.0551]),tensor([0.2292])
43.wav,151.wav,tensor([0.1228]),different,tensor([0.0996]),tensor([0.2270])
43.wav,152.wav,tensor([0.0178]),different,tensor([0.0919]),tensor([0.1550])
